"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Abiotrophia",0.641252257734081,-0.951225917813601,1.66929026843735,-0.56983853305756,0.568787217863905,NA
"Abiotrophia defectiva",2.59678348314619,-0.684446592394168,0.772297128927676,-0.886247749418042,0.375484038253911,0.507410862505286
"Abiotrophia sp.",5.5233314261183,0.120049940458196,0.581810669937583,0.206338499208127,0.836526507495697,0.891143296463423
"Acaricomes phytoseiuli",0.559166765078424,2.36556951831832,2.4162419064599,0.979028429228833,0.327565932742768,NA
"Acaryochloris marina",1.60924023902942,-2.46625226560665,1.30012198567483,-1.89693912785155,0.0578359725354859,0.12552823621046
"Acaryochloris sp.",0.267137101735167,-0.185359252540959,2.49275510562489,-0.0743591908096775,0.940724579883131,NA
"Acetivibrio cellulolyticus",200.238234681379,-0.469082885924612,0.232962184564502,-2.01355806652274,0.0440559527767668,0.101580762166755
"Acetivibrio ethanolgignens",1017.81143002003,0.560375476549543,0.405518608486834,1.38187364234788,0.167010502274113,0.277750758324672
"Acetoanaerobium",72.9130329883136,-3.92393255288787,0.390515084054262,-10.0480947167271,9.36607078598634e-24,7.54877346930242e-22
"Acetoanaerobium noterae",52.1687895197618,-0.0713215763566236,0.328384214070964,-0.217189418067493,0.828060731027802,0.884718500690302
"Acetoanaerobium sticklandii",5.29241900823891,0.650330966362857,0.620713753004865,1.04771476902939,0.294770040953942,0.423903654101541
"Acetobacter aceti",1.28870618575534,0.684726453588859,1.23143333877047,0.556040211053997,0.578183366171652,0.687707087516943
"Acetobacter malorum",0.565976153445568,-1.54499467752902,1.64610293821224,-0.938577194453568,0.347947866251414,NA
"Acetobacter nitrogenifigens",0.606792902537606,-0.899768392039784,1.65422019410818,-0.543922988755959,0.586494468667121,NA
"Acetobacter okinawensis",0,NA,NA,NA,NA,NA
"Acetobacter papayae",0.0484608952342955,0.324335668668316,3.11653965008542,0.104069161661212,0.917114463371321,NA
"Acetobacter sp.",1.18512531477957,0.207308421493225,1.31809339819922,0.15727900752439,0.875024963915108,0.919406875533705
"Acetobacterium",0.599290497410901,1.28616360230314,1.69439440315514,0.759069789128296,0.447810810108609,NA
"Acetobacterium bakii",82.3498306612147,-0.0729175016047835,0.220730818250714,-0.330345812980049,0.74113868027707,0.818952182591551
