"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Abiotrophia",1.57067652357133,1.7935925088705,1.25002203401745,1.43484871471111,0.151330212645746,NA
"Abiotrophia defectiva",2.06215890449522,0.792352981249354,1.03858079349786,0.762918962308915,0.445511726679233,0.702484007898603
"Abiotrophia sp.",3.02038499234747,-0.454488617960112,0.959193175923064,-0.473823865065285,0.63562551482522,0.820963396751433
"Acaricomes phytoseiuli",2.75364613413188,-1.97469839231297,1.09077870602791,-1.81035656581881,0.0702405102846871,0.256641477045019
"Acaryochloris marina",35.3245568175606,-0.59859571944032,0.459368253920359,-1.3030846479524,0.192545864214648,0.449770447523071
"Acaryochloris sp.",1.51393282137395,-0.137696138321116,1.07027764236991,-0.12865459659254,0.897630963408333,NA
"Acetivibrio cellulolyticus",190.892636331559,-0.144225991037774,0.266533005312974,-0.541118691354634,0.588425775736991,0.796891531366468
"Acetivibrio ethanolgignens",22186.0081088765,-2.56440689752655,0.28841069083155,-8.89151123397267,6.0283336931554e-19,1.36451333144573e-15
"Acetoanaerobium",20.4304859803193,-0.430960103852652,0.504473511338421,-0.85427697226217,0.392951543228353,0.658236633130608
"Acetoanaerobium noterae",85.4449345238238,0.368023753284786,0.229069194051584,1.60660517800535,0.108141005923748,0.329001568425273
"Acetoanaerobium sticklandii",6.24152346076947,-0.0502915337977891,0.609786610966733,-0.0824739882662539,0.934269802209246,0.968107737407323
"Acetobacter aceti",2.88744370755733,1.73063771752666,0.839198669133237,2.06225031232967,0.0391839109128929,0.178636016820409
"Acetobacter malorum",6.54703631174494,0.295676926036742,0.665348947499028,0.444393768334885,0.656757918083475,0.833981232865047
"Acetobacter nitrogenifigens",0.492965175466316,-1.69964190272682,1.99432543937255,-0.85223899227879,0.394081459033459,NA
"Acetobacter okinawensis",0.117536906372468,-0.0403830995752237,3.14975469100782,-0.0128210300600592,0.989770578312288,NA
"Acetobacter papayae",1.13790442618963,-0.208997472492235,1.18999485088782,-0.175628888088304,0.8605855056923,NA
"Acetobacter sp.",1.06782599736012,1.00702498577418,1.33645476698086,0.753504728071806,0.451146671193614,NA
"Acetobacterium",1.11797264269644,-0.908397614854549,1.36319627352652,-0.666373311382791,0.505172516940266,NA
"Acetobacterium bakii",98.9085568834124,0.181202484962996,0.293679403856153,0.617007807097534,0.537229576245488,0.76841652185255
"Acetobacterium dehalogenans",107.24702568817,0.345719817496814,0.295217345422016,1.17106878324715,0.241571130404168,0.508411207503333
"Acetobacterium wieringae",136.27616636622,-0.0263631858345723,0.319040089347729,-0.0826328311544525,0.934143495051194,0.968107737407323
"Acetobacterium woodii",151.357672528013,0.476460024703183,0.283456052958249,1.68089557351369,0.0927831999201844,0.30028113537443
"Acetohalobium arabaticum",9.06764952767935,0.158761132683837,0.62795740633979,0.252821498848492,0.800406153606423,0.910183033754403
"Acetomicrobium",0.692345733737667,1.73523156065846,1.67302551428861,1.03718176790406,0.299651153353399,NA
"Acetomicrobium flavidum",26.2006233827131,0.145822490466502,0.46813457752548,0.31149694439857,0.75542286544473,0.888638956440406
"Acetomicrobium hydrogeniformans",6.53342252967745,0.714616768528458,0.576672226499084,1.23920788220862,0.215268522275085,0.479115339399858
"Acetomicrobium mobile",4.05332438616881,1.17148254554021,0.758745802395512,1.54397235785899,0.122595029244634,0.353897872455851
"Acetonema longum",30.8314101455261,0.260194331981164,0.304602150866019,0.854210422485204,0.392988409338082,0.658236633130608
