"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"misc1",720.36335390674,0.642277673684562,0.184972966120144,3.47227860998558,0.000516060461659448,0.00262171307270069
"(2E,6E)-farnesyl diphosphate synthase2",2.59144057392706,-1.89793734036098,0.865093864265377,-2.19390914530723,0.0282419418044771,0.0674492084657554
"(2Fe-2S)-binding protein3",9.43433134794519,0.87056767460355,0.664215680465596,1.31067016363315,0.189969223079544,0.289990897935111
"(4Fe-4S)-binding protein4",66.7514569802673,0.226081459752693,0.378434828832817,0.597411872606921,0.550232428955044,0.650190321010016
"(deoxy)nucleoside triphosphate pyrophosphohydrolase5",66.390552990825,-0.699733026008758,0.236329652577684,-2.96083465776157,0.00306806598763613,0.0115610450338144
"(Fe-S)-binding protein6",15.0304696524434,0.263657171604655,0.459828145189606,0.573381978382246,0.566386089778984,0.664538399040564
"(p)ppGpp synthetase7",25.3476402220939,1.6110547936451,0.283341444491549,5.68591296813677,1.30115650521765e-08,2.80603990547535e-07
"(R)-hydratase8",0.0598994583203029,0.421178027095352,3.11653965008542,0.135142842506049,0.89249893744101,NA
"(S)-ureidoglycine aminohydrolase9",2.87649583095265,1.34411254999274,0.871869621401135,1.5416439763467,0.123160132865546,0.207975604180689
"1-(5-phosphoribosyl)-510",54.1206678663958,-0.338346746122781,0.333382357675671,-1.01489097528052,0.310157800596564,0.422095329887919
"1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase11",0.896921400823739,-0.891317573899726,1.64692400112821,-0.541201399268659,0.588368773139154,0.684102710557887
"1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate carboxylase12",17.5223019684791,-0.459284172298328,0.375819514304461,-1.22208707854976,0.221674698964723,0.32744580310985
"1-acyl-sn-glycerol-3-phosphate acyltransferase13",253.481206122094,0.158879240334717,0.135589134928514,1.17176970277509,0.241289529673808,0.3487118473166
"1-acyl-sn-glycerol-3-phosphate acyltransferase, partial14",0.331714409960837,1.92451918706215,2.88816814002585,0.666345965247346,0.505189991852792,NA
"1-aminocyclopropane-1-carboxylate deaminase15",1.48086344464946,2.31286874989036,1.32958450205836,1.73954250091645,0.0819393831815589,0.152052753226527
"1-deoxy-D-xylulose-5-phosphate reductoisomerase16",385.486354826906,-0.620661030463792,0.176318942247634,-3.52010409404621,0.000431377464181394,0.00226264167985841
"1-deoxy-D-xylulose-5-phosphate reductoisomerase, partial17",0.283899070495712,1.61707713921373,3.05144846833659,0.529937554572315,0.596155227134437,NA
"1-deoxy-D-xylulose-5-phosphate synthase18",308.888938829605,0.148246299336052,0.176240010704169,0.841161429483191,0.400257505084427,0.512742604430719
"1-phosphofructokinase19",98.8917457788458,-1.22914330815472,0.325641134193045,-3.7745333101133,0.000160307488025013,0.000986633806343825
"1-pyrroline-5-carboxylate dehydrogenase20",32.0648636062599,-0.186895409256089,0.723582630612351,-0.25829172971983,0.796181768502049,0.851389157033107
"1,3-beta-galactosyl-N-acetylhexosamine phosphorylase21",32.952312815277,3.47200934653538,0.449528837339242,7.72366321832918,1.13033249410801e-14,1.03703216789943e-12
"1,4-alpha-glucan branching enzyme22",671.205401496281,0.24964684076262,0.266255398077556,0.937621706696449,0.348438852099008,0.461201511035283
"1,4-alpha-glucan branching enzyme, partial23",13.5365779463154,-0.851106440807599,0.627485328084846,-1.35637663976187,0.174979361967595,0.272173358140975
"1,4-alpha-glucan branching protein24",37.1025565531666,-0.534765128422445,0.376160083834128,-1.42164241078342,0.155130086219614,0.248400874635933
"1,4-alpha-glucan-branching enzyme25",17.7652250989578,1.6814260109971,0.434857063716451,3.86661768036376,0.000110355224624769,0.000717540938010658
"1,4-alpha-glucan-branching enzyme, partial26",110.472908450373,-0.493308598627323,0.260335660469105,-1.89489445179511,0.0581063863712596,0.117230663223119
"1,4-alpha-glucan-branching protein27",368.175749830927,-1.119296177632,0.323276397613948,-3.46235044034562,0.000535479429671451,0.00269883626891207
"1,4-beta-mannosyl-N-acetylglucosamine phosphorylase28",125.697779253694,-0.8180665045262,0.256533564575578,-3.18892580734864,0.00142802523549509,0.00616911460473659
"1,4-beta-N-acetylmuramidase29",1.36501716755522,3.90442630881031,1.18380413053739,3.29820297808716,0.000973057662834138,0.0044373724759235
"1,4-beta-xylanase30",71.9527467212653,0.352304920602661,0.265391707479037,1.32749031214734,0.18434654252482,0.283485180308765
"1,4-dihydroxy-2-naphthoate octaprenyltransferase31",19.6415927200089,-0.949980481437641,0.467444102186233,-2.03228680604716,0.0421246293815949,0.0914810371200332
"1,4-dihydroxy-2-naphthoate polyprenyltransferase32",1.26390240530222,-2.23467928705096,1.26287549910822,-1.76951670107543,0.0768076861830522,0.145051010567217
"1,4-dihydroxy-2-naphthoyl-CoA synthase33",49.8430313345352,-0.418720954014331,0.32802721245047,-1.27648237134459,0.201785054586563,0.30408198788337
"12-oxophytodienoate reductase34",62.2191330740194,-0.649750746256984,0.381033623744354,-1.70523204716684,0.0881511553120478,0.160678583800037
"12,18-didecarboxysiroheme deacetylase35",0.158590686008927,-1.02149833006295,3.11653965008542,-0.32776683269053,0.743087966863689,NA
"16S rRNA (-2-O)-methyltransferase36",3.68056474934446,-0.0208471287909856,0.703924848962499,-0.0296155602714008,0.976373655454996,0.983158174768397
"16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase37",159.769088826669,1.15598796450511,0.220546926119968,5.2414603315591,1.59310728376708e-07,2.52518000791543e-06
"16S rRNA (cytidine(1402)-2-O)-methyltransferase38",356.724665258389,-0.979568864645909,0.2083566834584,-4.70140361416094,2.58379221272617e-06,2.88237653840589e-05
"16S rRNA (cytosine(1402)-N(4))-methyltransferase39",621.378494090172,-0.164991710624139,0.172307306524303,-0.957543321593665,0.338293091263939,0.451124098782495
"16S rRNA (cytosine(1402)-N(4))-methyltransferase, partial40",4.79539051961407,4.65968454488219,1.10598691039097,4.21314619649067,2.5183793969826e-05,0.000201507578357233
"16S rRNA (cytosine(967)-C(5))-methyltransferase41",142.589086738416,0.173140924344846,0.224765621666231,0.770317644937507,0.441111492084708,0.551755554504288
"16S rRNA (guanine(527)-N(7))-methyltransferase RsmG42",74.499240479866,-0.406401041882863,0.210967416590382,-1.92636876561814,0.0540583446080395,0.110924116513767
"16S rRNA (guanine(966)-N(2))-methyltransferase RsmD43",11.1514960458554,0.668316585275167,0.344033431509325,1.94259198108499,0.052065476560082,0.107692176010594
"16S rRNA (uracil(1498)-N(3))-methyltransferase44",160.4737548086,-0.566018322373359,0.323856858353591,-1.74774227493856,0.0805086649609775,0.150118292605502
"16S rRNA maturation RNase YbeY45",8.807572755296,1.16654329964635,0.451467560728865,2.5838917369014,0.00976924546922286,0.0293131517322081
"16S rRNA methyltransferase46",15.5884996252965,0.118772633426712,0.393424707943893,0.301894189735665,0.762732725157943,0.824333082016561
"16S rRNA processing protein RimM47",100.266645310491,-0.268443275873895,0.177810367849726,-1.50971666680745,0.131115736613991,0.218277558754893
"16S rRNA processing protein RimM, partial48",11.825527556967,-0.706077467353969,0.437859281850185,-1.61256708860989,0.106838593514808,0.185818410155005
"16S rRNA pseudouridine(516) synthase49",33.2719885198598,0.350253003083033,0.341163398329909,1.02664296579768,0.304588614521449,0.415875437105462
"1A family penicillin-binding protein50",30.9999137886782,4.02045800434806,0.576924395771295,6.96877794355199,3.19705849314612e-12,1.69663506111764e-10
"2-alkenal reductase51",35.9986792000229,-1.2205213966762,0.415561266402812,-2.93704321204259,0.00331357928236362,0.0123020608061963
"2-amino-3-ketobutyrate CoA ligase52",15.1030409705851,2.40326553336651,0.558924376176465,4.29980447409891,1.70948865366215e-05,0.000145038590631242
"2-amino-3-ketobutyrate CoA ligase, partial53",0,NA,NA,NA,NA,NA
"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase54",112.450176043302,-0.573438673627644,0.339898851183988,-1.68708623647933,0.0915867711695115,0.165253064113522
"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase55",54.6720921382136,-0.59818852648185,0.255981992199723,-2.33683831171659,0.0194475929203043,0.0503244374116273
